Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Recommended age group (product.metafields.shopify.recommended-age-group),Toy/Game material (product.metafields.shopify.toy-game-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ez-up-pop-up-tents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/files/XQu60qRE.jpg?v=1683313791,2,"",,,,,,,,,,,,,,,,,,,,,,,
ez-up-pop-up-tents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/files/Screenshot_20230505_160450_Gallery.jpg?v=1683313791,3,"",,,,,,,,,,,,,,,,,,,,,,,
candy-cane-inflatable,Festive Candy Cane Inflatable,"<p>Our Candy Cane Inflatable is perfect for your holiday events. It's designed to draw attention and give a festive feel to the atmosphere. This inflatable is made with the best quality materials that are strong and durable. Plus, our rental services make it easy and convenient for you.</p>",Giant Promotions Online Store,Home & Garden > Decor > Seasonal & Holiday Decorations,Inflatable,"advertising, canadian, candy cane, car dealership, Christmas, events, halifax, holiday, inflatable, marketing, nova scotia, party, portable, promotions, rental, rentals, school, wedding, winter",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/candycane.jpg?v=1681407990,1,"",false,,Our Candy Cane Inflatable is perfect for your holiday events. It's designed to draw attention and give a festive feel to the atmosphere.,,,,,,,,,,,,,,,,,kg,,,active
hamburger,Gourmet Hamburger Inflatable,"<p>What better way to show off your burger joint's deliciousness than with this tantalizing gourmet hamburger inflatable! Perfect for summertime barbeques or just adding some fun to your restaurant's decor, this marketing inflatable will have everyone clamoring for a taste of your savory eats. Yummmmmmmm!!!</p>
<p></p>",Giant Promotions Online Store,Arts & Entertainment,Inflatable,"advertising, bbq, birthday party, branding, business, canadian, car dealership, carnival, community, custom, customize, dartmouth, events, food, fundraiser, games, halifax, holiday, inflatable, inflatable character, marketing, nova scotia, outdoor, party, portable, promotions, props, rental, rentals, restaurants, retail, school, storefront",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/245747544_10159064303090379_7901887771944520808_n.jpg?v=1681407451,1,"",false,,"What better way to show off your burger joint's deliciousness than with this tantalizing gourmet hamburger inflatable! Perfect for summertime barbeques or just adding some fun to your restaurant's decor, this marketing inflatable will have everyone clamoring for a taste of your savory eats.",,,,,,,,,,,,,,,,,kg,,,active
cartoon-airplane-inflatable,Cartoon Airplane Inflatable,"<p>Add some fun to your next event with this Cartoon Airplane Inflatable! Perfect for all kinds of events, this inflatable is sure to wow your guests! Enjoy this unique, creative addition to your special occasion!</p>",Giant Promotions Online Store,Arts & Entertainment,Inflatable,"advertising, air plane, birthday party, canadian, car dealership, carnival, events, halifax, inflatable, inflatable character, marketing, nova scotia, party, portable, promotions, rental, rentals, school",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/plane.jpg?v=1681407335,1,"",false,,"Add some fun to your next event with this Cartoon Airplane Inflatable! Perfect for all kinds of events, this inflatable is sure to wow your guests! Enjoy this unique, creative addition to your special occasion!",,,,,,,,,,,,,,,,,kg,,,active
beaver-inflatable,Cartoon Canadian Beaver Inflatable,<p>This fun cartoon beaver is perfect for adding a fun and unique touch to any event or gathering. It can be used for a variety of occasions and is great as a rental item for your next event!</p>,Giant Promotions Online Store,Arts & Entertainment,Inflatable,"advertising, beaver, canadian, events, halifax, inflatable, marketing, nova scotia, party, promotions, rental, rentals",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/IMG-6594.jpg?v=1681407168,1,"",false,,This fun cartoon beaver is perfect for adding a fun and unique touch to any event or gathering. It can be used for a variety of occasions and is great as a rental item for your next event!,,,,,,,,,,,,,,,,,kg,,,active
beaver-inflatable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/IMG-6595.jpg?v=1681407168,2,"",,,,,,,,,,,,,,,,,,,,,,,
beaver-inflatable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/IMG-6596.jpg?v=1681407168,3,"",,,,,,,,,,,,,,,,,,,,,,,
dracula,Spooky Dracula Inflatable,"<p>Unleash some spooky vibes with our Dracula inflatable rental! This realistic-looking inflatable will have your guests shrieking in delight... or fear! Ideal for your next Halloween event, it's the perfect way to give your guests a fright!</p>
<p>Mawhaha!</p>",Giant Promotions Online Store,Home & Garden > Decor > Seasonal & Holiday Decorations,Inflatable,"advertising, birthday, birthday party, canadian, car dealership, carnival, cartoon, dracula, events, games, halifax, halloween, holiday, inflatable, inflatable character, marketing, nova scotia, october, outdoor, party, portable, promotions, rental, rentals, school, spooky, sports, wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/IMG-2984.jpg?v=1681407123,1,"",false,,"Unleash some spooky vibes with our Dracula inflatable rental! This realistic-looking inflatable will have your guests shrieking in delight... or fear! Ideal for your next Halloween event, it's the perfect way to give your guests a fright!",,,,,,,,,,,,,,,,,kg,,,active
scary-clown,Scary Clown,Scare the neighborhood with this giant clown inflatable!,Giant Promotions Online Store,Home & Garden > Decor > Seasonal & Holiday Decorations,Inflatable,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/IMG-0585.jpg?v=1681407083,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
polar-bear,Polar Bear,Inflatable archway.,Giant Promotions Online Store,Home & Garden > Decor > Seasonal & Holiday Decorations,Archway,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/files/20240127_101351.jpg?v=1714647275,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
cartoon-reindeer-inflatable,Cartoon Reindeer Inflatable,"<p>Our inflatable cartoon reindeer is perfect for festive celebrations! Featuring everyone's favorite reindeer, Rudolph! You can transform any space into a special winter wonderland. Kids of all ages will flock to this loveable, retro character. </p>",Giant Promotions Online Store,Home & Garden > Decor > Seasonal & Holiday Decorations,Inflatable,"advertising, canadian, car dealership, Christmas, events, halifax, holiday, inflatable, inflatable character, marketing, nova scotia, portable, promotions, rental, rentals, school, winter",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/20211204_130443.jpg?v=1681406958,1,"",false,,"Our inflatable cartoon reindeer is perfect for festive celebrations! Featuring everyone's favorite reindeer, Rudolph! You can transform any space into a special winter wonderland. Kids of all ages will flock to this loveable, retro character.",,,,,,,,,,,,,,,,,kg,,,active
cartoon-reindeer-inflatable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/20211204_132012.jpg?v=1681406958,2,"",,,,,,,,,,,,,,,,,,,,,,,
santa-realistic,Santa - Realistic,"",Giant Promotions Online Store,Home & Garden > Decor > Seasonal & Holiday Decorations,Inflatable,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/realisticsanta.jpg?v=1681406894,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
champagne-inflatable,Champagne Bottle Inflatable,<p>This eye-catching Champagne Bottle Inflatable is designed to make any event special. Make your celebration stand out! We can create a custom banner to personalize your celebration!</p>,Giant Promotions Online Store,Home & Garden > Decor > Seasonal & Holiday Decorations,Inflatable,"advertising, birthday, birthday party, canadian, carnival, custom, events, graduation, halifax, holiday, inflatable, inflatable character, marketing, nova scotia, outdoor, party, portable, promotions, rental, rentals, school, sports, wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/champagne-bottle-drink-party-inflatable-giant-event-rent-halifax.jpg?v=1681406510,1,"",false,,This eye-catching Champagne Bottle Inflatable is designed to make any event special. Make your celebration stand out! We can create a custom banner to personalize your celebration!,,,,,,,,,,,,,,,,,kg,,,active
yard-cards,Yard Signs,"<h1 class=""has-text-align-center""><span class=""has-inline-color has-vivid-red-color""><strong>Choose up to 22 pieces and build your own rental package for $75!</strong></span></h1>
<p>Terms And Conditions:</p>
<p>1. Payment is required to finalize your booking. We accept payment by Interact e-transfer, credit cards or cash.</p>
<p>2. Extra fee for delivery. We can deliver in the morning or during the day at specific time. Include that in the notes on your order. We will accommodate special requests.</p>
<p>3. Please protect our display from any damage. (Flying debris from lawn mowers and weed eaters). If negligent damage occurs to the display you will be invoiced for replacement items.</p>",Giant Promotions Online Store,Business & Industrial > Signage,Yard Signs,"advertising, animals, ANNIVERSARY, baby shower, backyard, balloon, balloons, basketball, bbq, beach, birthday, birthday cake, birthday party, branding, business, canada day, canadian, candles, carnival, cartoon, chinese new year, Christmas, clowns, community, cowboys, custom, customize, dartmouth, decorations, equipment, events, fantasy, farm animals, FATHER'S DAY, FRONT YARD, fundraiser, games, golf, golfing, graduation, halifax, hockey, holiday, LAWN, LAWN CARDS, magical, marketing, MOTHER'S DAY, nova scotia, outdoor, party, photography, pride, promotions, props, rainbow, rental, rentals, retail, retirement party, school, spooky, storefront, wedding, winter, YARD CARDS, YARD SIGNS",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/Birthday_Lawn-Signs-010.jpg?v=1680807810,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Stars_Lawn-Signs-010.jpg?v=1680807810,2,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Emojis_Lawn-Signs-010.jpg?v=1680807810,3,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Baby_Lawn-Signs-010.jpg?v=1680807806,4,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/DRINKS-LAWN-SIGNS-010.jpg?v=1680807806,5,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/lawn-signs-misc-030.jpg?v=1680807806,6,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Sports-lawn-signs-01-01.jpg?v=1680807806,7,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/VALENTINES_YARD-SIGNS-010.jpg?v=1681325089,8,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Christmas_Lawn-Signs-010.jpg?v=1681325089,9,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/101251383_10157855222365379_8907395300092542976_o.jpg?v=1681325089,10,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/yard-signs-grad.jpg?v=1681325089,11,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/135418377_104824484896793_3524987858337555075_o.jpg?v=1681325089,12,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/156932489_10158594565980379_6849730590556121387_n.jpg?v=1681325089,13,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/131119798_10158376494370379_2978251569887534847_n_afd5c209-3daf-4f16-ae60-250099ae1da8.jpg?v=1681325089,14,"",,,,,,,,,,,,,,,,,,,,,,,
yard-cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/yard-signs-birthday.jpg?v=1681325089,15,"",,,,,,,,,,,,,,,,,,,,,,,
flags,Customizable Outdoor Flags,"<p>Create a vibrant and memorable display outside your business with our Customizable Outdoor Flags. You can customize their look and design them to reflect your brand. These flags are fade and tear-resistant, making them perfect for outdoor use.</p>
<p>We offer a variety of flag shapes and sizes! Each one can be customized to your brand. Our flags can be installed for permeant use or can be mobile to take around to events or whatever you need.</p>
<p>Flag Shapes:</p>
<ul>
<li>Feather </li>
<li>Tear Drop</li>
<li>Rectangle</li>
</ul>",Giant Promotions Online Store,Business & Industrial > Advertising & Marketing,Flags,"advertising, billboard, branding, business, canadian, car dealership, custom, customize, dartmouth, events, flags, fundraiser, graduation, halifax, holiday, indoor, logos, marketing, mobile, nova scotia, office space, offices, outdoor, party, portable, promotions, rental, rentals, retail, school, Signs, sports, storefront, vendors, wedding",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/IMG_0774-scaled.jpg?v=1680806018,1,"",false,,"Create a vibrant and memorable display outside your business with our Customizable Outdoor Flags. You can customize their look and design them to reflect your brand. These flags are fade and tear-resistant, making them perfect for outdoor use.",,,,,,,,,,,,,,,,,kg,,,active
flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/teardrop-flag-pro-sale-car-dealer-halifax-6.jpg?v=1681322536,2,"",,,,,,,,,,,,,,,,,,,,,,,
flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/teardrop-flag-pro-sale-car-dealer-halifax-7.jpg?v=1681322536,3,"",,,,,,,,,,,,,,,,,,,,,,,
flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/pole-flags.jpg?v=1681322536,4,"",,,,,,,,,,,,,,,,,,,,,,,
flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/rectangular-flag-banner-halifax-canada-4-scaled.jpg?v=1681322536,5,"",,,,,,,,,,,,,,,,,,,,,,,
flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/pro-flag-blade-ez-up-feather-11-16-21-2.jpg?v=1681322536,6,"",,,,,,,,,,,,,,,,,,,,,,,
vinyl-graphics,Vinyl Graphics,"<h2 class=""has-text-align-center""><span class=""has-inline-color has-vivid-red-color"">Vinyl graphics are an easy way to showcase your brand and image. We do it all. Windows, vehicles, walls, floors, labels, glass etching, and many more possibilities!</span></h2>",Giant Promotions Online Store,Business & Industrial > Signage,Signs,"",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/bay-door-windows-perf-hyundai.jpg?v=1680805805,1,"",false,,,,,,,,,,,,,,,,,,,kg,,,active
vinyl-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/building-windows-perf-honda.jpg?v=1680805806,2,"",,,,,,,,,,,,,,,,,,,,,,,
vinyl-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/Bus-copy.jpg?v=1680805805,3,"",,,,,,,,,,,,,,,,,,,,,,,
vinyl-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/car-side-decals-vw.jpg?v=1680805805,4,"",,,,,,,,,,,,,,,,,,,,,,,
vinyl-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/east-coast-financing-limo-decals.jpg?v=1680805805,5,"",,,,,,,,,,,,,,,,,,,,,,,
vinyl-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/hospice-van-decals.jpg?v=1680805805,6,"",,,,,,,,,,,,,,,,,,,,,,,
vinyl-graphics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1682/6237/products/IMG_0742-scaled.jpg?v=1680805805,7,"",,,,,,,,,,,,,,,,,,,,,,,
led-message-boards,LED Message Boards,"<p>Our LED Message Boards are an easy way to share visual information with potential customers. These digital displays offer clear visibility and can be customized with text and images.</p>
<p><span>We have three venues located in the HRM where you can advertise. </span><a href=""https://bmocentrehalifax.com/"" target=""_blank"" rel=""noopener"">The BMO Centre</a> and <a href=""https://www.rbccentredartmouth.com/"" target=""_blank"" rel=""noopener"">The RBC Centre</a>.<span> Contact us for more information on how to advertise at these locations!</span></p>",Giant Promotions Online Store,Business & Industrial > Signage > Digital Signs,LED Sign,"advertising, billboard, branding, business, canadian, community, custom, customize, Digital, digital signs, halifax, indoor, LED, LED Signs, marketing, promotions, rental, rentals, retail, Signs",true,Title,Default Title,,,,,,,,"",0.0,,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/1682/6237/products/indoor-advertising-video-wall-for-retail-digital-signage-videowall-6-scaled.jpg?v=1680805536,1,"",false,,Our LED Message Boards are an easy way to share visual information with potential customers. These digital displays offer clear visibility and can be customized with text and images.,,,,,,,,,,,,,,,,,kg,,,active
